dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
271C9277-D52F-F011-8C4D-7C1E527DC3AB,2025-05-13 08:37:21.0000000," Foreign overfishing in Senegal fuels migration to Spain, a report finds",A report from a London-based environmental group says illegal overfishing and destructive practices by foreign vessels are responsible for increased irregular migration to Spain from Senegal in West Africa,https://abcnews.go.com/International/wireStory/foreign-overfishing-senegal-fuels-migration-spain-report-finds-121739970,Senegal,Senegal,Spain,International,Immigration and Refugees,2025-05-13 08:22:38.0000000,154.98000000000000000,0,0
D7D9A5A2-902F-F011-8C4E-7C1E520A55FA,2025-05-13 00:24:39.0000000,Environment Ministry set to launch 2nd phase of Coral Reef Protection and Restoration Program,"The Ministry of Environment and Climate Change (MoECC) held a joint coordination meeting with the Ministry of Defense, represented by the Environmental Directorate, as part of the action plan of Qatar...",https://www.gulf-times.com/article/704504/qatar/environment-ministry-set-to-launch-2nd-phase-of-coral-reef-protection-and-restoration-program,Qatar,Qatar,Not applicable,Nation,Environmental News,2025-05-12 12:00:00.0000000,242.19000000000000000,0,0
557C7070-4D2E-F011-8C4E-7C1E520A55FA,2025-05-11 09:51:03.0000000,How climate change is altering bird migration,"Migratory birds, vital for ecosystem balance through pollination and pest control, face increasing threats from climate change. Rising sea levels endanger coastal stopover sites, while ocean acidification impacts crucial food sources. Extreme weather events and altered temperatures disrupt migration patterns, leading to habitat conflicts.",https://timesofindia.indiatimes.com/home/environment/how-climate-change-is-altering-bird-migration/articleshow/121076937.cms,Global,Not applicable,Not applicable,Global,Environmental News,2025-05-11 09:19:03.0000000,81.90000000000000000,0,0
5F6BC476-492E-F011-8C4D-7C1E527DC3AB,2025-05-11 09:22:32.0000000,The ultimate spiritual pilgrimage for our times? A trip to a waste management site | Eleanor Margolis,"<p>As I stood there, awed by how disgusting and wasteful our species is, I realised that everyone needs to see this</p><p>Like all the best things in life, this story starts with an argument about bins. Admittedly, I could do better at recycling. I can try to chalk this up to having read too much about how all our plastic waste <a href=""https://www.theguardian.com/environment/2019/may/28/treated-like-trash-south-east-asia-vows-to-return-mountains-of-rubbish-from-west"">ultimately ends up</a> in landfill sites in the poorest parts of south-east Asia. But I’m also lazy and so well-acquainted with cognitive dissonance that I could probably cry over the death scene in Bambi while comforting myself by chowing down on a giant haunch of venison.</p><p>My partner, Leo, is the total opposite: diligent and principled. Which is why she finally lost it with me for failing to put a plastic yoghurt tub in the recycling. I went on the defensive, citing half-imagined reports about megadumps in the Phi",https://www.theguardian.com/commentisfree/2025/may/11/ultimate-spiritual-pilgrimage-waste-management-site,Southwark Reuse and Recycling Centre,United Kingdom,Philippines,Local,Environmental News,2025-05-11 09:00:18.0000000,158.73000000000000000,0,0
6581EE78-462C-F011-8C4D-7C1E527DCBD6,2025-05-08 19:56:05.0000000,"Vogue-Approved Startup Müll.Club Recycles Over 1,500 Pounds Of Plastic Into Designer Homeware, Backed By Fortnum & Mason And Lush","<p><strong>Müll.Club</strong>, a startup redefining <a href=""https://www.benzinga.com/news/global/25/03/44359892/sustainable-style-how-ai-is-reducing-waste-in-the-fashion-world"">plastic waste</a> through high-design homeware, is gaining momentum with a £250,000 ($310,000) funding target as it prepares to scale production from its coastal studio in Margate, U.K.</p>
<p>The brand, which caught the eye of <a href=""https://www.benzinga.com/news/24/08/40477338/chatgpt-maker-openai-forges-content-partnership-with-vogue-and-new-yorker-publisher-cond-nast-amid-c"">Vogue</a> and has collaborated with iconic names like <strong>Fortnum &amp; Mason </strong>and <strong>Lush</strong>, is turning recycled plastic into coasters, combs, and soap dishes that now retail in museum shops and luxury retailers alike, according to<a href=""https://www.cnbc.com/2025/05/01/plastic-recycling-this-startup-makes-designer-objects-from-trash.html""> CNBC</a>.</p>
<p><strong>Don&#039;t Miss:</strong></p>
<ul>
<li><str",https://www.benzinga.com/news/25/05/45298199/vogue-approved-startup-mull-club-recycles-over-1500-pounds-of-plastic-into-designer-homeware-backed-by-fortn,Vogue-Approved Startup Müll.Club,Not specified,Not specified,International,Fashion and Retail Industry,2025-05-08 19:30:01.0000000,21.60000000000000000,0,0
6F60AA8B-302C-F011-8C4E-7C1E520A55FA,2025-05-08 17:19:07.0000000,"Once A Jewel, Australia's Ningaloo Reef Now Faces Coral Bleaching Crisis","Australia's Ningaloo Reef, one of the world's longest near-shore coral reefs and a UNESCO World Heritage-listed site, is showing alarming signs as the coral has lost its natural colour.",https://www.ndtv.com/world-news/coral-bleaching-hits-ningaloo-reef-home-to-hundreds-of-marine-species-8361748#publisher=newsstand,Australia's Ningaloo Reef,Australia,N/A,International,Environmental News,2025-05-08 16:49:04.0000000,369.72000000000000000,0,0
F6628FD5-2C2B-F011-8C4D-7C1E520A55FA,2025-05-07 10:20:04.0000000,Ocean with David Attenborough review – a passionate case against the ruination of the seas,"<p>Released on his 99th birthday and presented in the context of his remarkable career, Sir David’s authority is matched only by nature’s grandeur in this visually stunning film</p><p>A visual marvel like all his work, governed by his own matchless authority and striking a steady tonal balance between warning and hope, David Attenborough’s new film about the oceans is absorbing and compelling. He makes a passionate case against the ruin caused by industrial overfishing and the sinister mega-trawlers which roam everywhere, raking the seabed with their vast metal nets, brutally and wastefully hoovering up fish populations of which the majority is often simply thrown away, depleting developing countries and fishing communities of their share. Attenborough says that this is the new colonialism. The film is released in cinemas in anticipation of the UN’s World Oceans Day in June, which is campaigning for 30% of the world’s oceans to be preserved from exploitation – at present, only around ",https://www.theguardian.com/film/2025/may/07/ocean-with-david-attenborough-review-a-passionate-case-against-the-ruination-of-the-seas,Global,N/A,N/A,International,Environmental News,2025-05-07 10:00:20.0000000,70.20000000000000000,0,0
D94532D5-8F2A-F011-8C4E-7C1E52469F7D,2025-05-06 15:36:15.0000000,Plastics industry pushed ‘advanced recycling’ despite knowing problems – report,"<p>Producers promoted chemical recycling – processes used to break plastics into tiny molecules – but knew of limitations</p><p>Plastic producers have pushed<strong> “</strong>advanced recycling” as a salve to the plastic waste crisis despite knowing for years that it is not a technically or economically feasible solution, a new report argues.</p><p>Advanced recycling, also known as chemical recycling, refers to a variety of processes used break plastics into tiny molecules. The industry has increasingly promoted these technologies, as public concern about the environmental and health concerns of plastic pollution <a href=""https://www.theguardian.com/environment/2019/aug/17/plastic-recycling-myth-what-really-happens-your-rubbish"">have grown.</a> Yet the roll out of these technologies has been plagued by problems, found the new analysis from fossil-fuel accountability advocacy group the Center for Climate Integrity (CCI).</p> <a href=""https://www.theguardian.com/environment/2025/may/06",https://www.theguardian.com/environment/2025/may/06/plastic-advanced-recycling-report,Global,Not applicable,Not applicable,International,Environmental News,2025-05-06 15:14:16.0000000,70.20000000000000000,0,0
180E2E95-9929-F011-8C4D-7C1E527DC3AB,2025-05-05 10:13:31.0000000,Pharma’s plastic prescription bottle problem gets a paper solution,Kurt “CyberGuy&quot; Knutsson discusses how a paper pill bottle could revolutionize pharmacy packaging and cut plastic waste drastically.,https://www.foxnews.com/tech/pharmas-plastic-prescription-bottle-problem-gets-paper-solution,Pharma industry,Not specified,Not specified,Global,Corporate News,2025-05-05 10:00:12.0000000,100.80000000000000000,0,0
B9F62AC2-5326-F011-8C4E-7C1E52469F7D,2025-05-01 06:16:10.0000000,Attenborough at 99: naturalist ‘goes further than before’ to speak out against industrial fishing in new film,"<p>The celebrated presenter warns of ‘modern day colonialism at sea’ as he highlights the destruction caused by overfishing and bottom trawling</p><p>When David Attenborough’s <a href=""https://www.theguardian.com/tv-and-radio/2017/oct/29/blue-planet-ii-review-extraordinary-brilliant-bird-eating-fish-dolphins-otters"">Blue Planet II</a> <a href=""https://www.bbc.co.uk/programmes/p04tjbtx"">documentary</a> aired eight years ago, its impact was so strong it was credited with <a href=""https://www.theguardian.com/commentisfree/2019/mar/25/plastics-revolution-marine-life"">bringing about a revolution</a> in the way people use plastics. Now film-makers are hoping he can do the same for other destructive environmental practices that the world’s best-known living naturalist describes as “draining the life from our oceans”.</p><p>The industrial <a href=""https://www.theguardian.com/environment/2022/feb/17/europes-fishing-industry-to-battle-with-conservationists-over-bottom-trawling"">fishing method o",https://www.theguardian.com/environment/2025/may/01/ocean-david-attenborough-trawling-fishing-industry-film-documentary,Ocean,N/A,N/A,Global,Environmental News,2025-05-01 06:00:17.0000000,81.90000000000000000,0,0
