dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
70A07BE4-DA2F-F011-8C4E-7C1E52469F7D,2025-05-13 09:16:11.0000000,Republican Budget Bill Aims to End I.R.A. Clean Energy Boom,"The party’s signature tax plan would kill most Biden-era incentives, but there’s a sticking point: G.O.P. districts have the most to lose.",https://www.nytimes.com/2025/05/13/climate/ira-repubican-tax-bill-clean-energy.html,United States,United States,N/A,National,Energy and Resource News,2025-05-13 09:00:46.0000000,NULL,0,0
6568FAA9-FB2C-F011-8C4E-7C1E520A55FA,2025-05-09 17:33:05.0000000,"Urine, not water for efficient production of green hydrogen","Researchers have developed two unique energy-efficient and cost-effective systems that use urea found in urine and wastewater to generate hydrogen. The unique systems reveal new pathways to economically generate 'green' hydrogen, a sustainable and renewable energy source, and the potential to remediate nitrogenous waste in aquatic environments.",https://www.sciencedaily.com/releases/2025/05/250509122255.htm,Not specified,Not specified,Not specified,Global,Energy Research and Innovation,2025-05-09 12:22:55.0000000,33.60000000000000000,0,0
11F6B05B-9029-F011-8C4E-7C1E520A55FA,2025-05-05 09:07:33.0000000,Spain’s blackout is a wake-up call for India,"Following Spain's recent blackout, India reflects on its own 2012 grid collapse affecting 400 million. As it increases renewable energy, India must focus on grid stability and effective management.&amp;nbsp;",https://www.livemint.com/news/spains-blackout-is-a-wake-up-call-for-india-11746433963810.html,Spain,Spain,India,International,Energy and Resource News,2025-05-05 08:37:45.0000000,386.88000000000000000,0,0
8540166B-EF29-F011-8C4E-7C1E520A55FA,2025-05-05 20:27:57.0000000,Colombia's wind farms bring promise and pain for indigenous group,"The South American country is turning to wind power, but some local people are unhappy.",https://www.bbc.com/news/articles/ckg2ekjjgldo#3,Colombia,Colombia,N/A,Local,Energy and Resource News,2025-05-04 23:03:53.0000000,81.92000000000000000,0,0
93D4820D-CE29-F011-8C4E-7C1E520A55FA,2025-05-05 16:29:05.0000000,Colombia's wind farms bring promise and pain for indigenous group,"The South American country is turning to wind power, but some local people are unhappy.",https://www.bbc.com/news/articles/ckg2ekjjgldo#3,Colombia,Colombia,N/A,Local,Energy and Resource News,2025-05-04 23:03:53.0000000,81.92000000000000000,0,0
0DC197AA-AC29-F011-8C4E-7C1E520A55FA,2025-05-05 12:30:10.0000000,Colombia's wind farms bring promise and pain for indigenous group,"The South American country is turning to wind power, but some local people are unhappy.",https://www.bbc.com/news/articles/ckg2ekjjgldo#3,Colombia,Colombia,N/A,Local,Energy and Resource News,2025-05-04 23:03:53.0000000,81.92000000000000000,0,0
C4552585-9B29-F011-8C4E-7C1E520A55FA,2025-05-05 10:27:25.0000000,Colombia's wind farms bring promise and pain for indigenous group,"The South American country is turning to wind power, but some local people are unhappy.",https://www.bbc.com/news/articles/ckg2ekjjgldo#3,Colombia,Colombia,N/A,Local,Energy and Resource News,2025-05-04 23:03:53.0000000,81.92000000000000000,0,0
E2BE0AE1-7D29-F011-8C4D-7C1E527DC3AB,2025-05-05 06:55:16.0000000,Spain's Huge Power Blackout Is a Wake-Up Call For India,Politicians in New Delhi have correctly noted that solar and wind power meet three requirements they view as crucial.,https://www.ndtv.com/india-news/spains-huge-power-blackout-is-a-wake-up-call-for-india-8333035#publisher=newsstand,New Delhi,India,Not applicable,Nation,Energy and Resource News,2025-05-05 05:57:57.0000000,250.56000000000000000,0,0
281C7F4A-9129-F011-8C4E-7C1E520A55FA,2025-05-05 09:14:12.0000000,Congress’s Fight Over Trump’s Agenda Runs Through Alaska,Republicans in Congress are clashing over whether to repeal Biden-era clean energy tax credits that are a lifeline for some of their constituents.,https://www.nytimes.com/2025/05/05/us/politics/congresss-fight-over-trumps-agenda-runs-through-alaska.html,Alaska,United States,Not applicable,State,Government Data Dump of Citizens and Employees,2025-05-05 09:01:26.0000000,404.80000000000000000,0,0
04FCA312-9A29-F011-8C4D-7C1E527DC3AB,2025-05-05 10:17:07.0000000,Opinion: Opinion: Spain's Huge Power Blackout Is A Wake-Up Call For India,Politicians in New Delhi have correctly noted that solar and wind power meet three requirements they view as crucial.,https://www.ndtv.com/opinion/spains-huge-power-blackout-is-a-wake-up-call-for-india-8333035#publisher=newsstand,New Delhi,India,Not applicable,Nation,Energy and Resource News,2025-05-05 09:13:13.0000000,250.56000000000000000,0,0
EF829433-B429-F011-8C4E-7C1E520A55FA,2025-05-05 13:24:01.0000000,Foremost Clean Energy Announces Warrant Incentive Program,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""justify"">VANCOUVER, British Columbia, May  05, 2025  (GLOBE NEWSWIRE) -- <strong>Foremost Clean Energy Ltd.</strong> (<strong>NASDAQ:<a class=""ticker"" href=""https://www.benzinga.com/stock/FMST#NASDAQ"" rel=""nofollow"">FMST</a></strong>) (<strong>CSE:<a class=""ticker"" href=""https://www.benzinga.com/stock/FAT#CSE"" rel=""nofollow"">FAT</a></strong>) (""<strong>Foremost</strong>"" or the ""<strong>Company</strong>"") is pleased to announce the initiation of a warrant incentive program (the ""<strong>Incentive Program</strong>"") intended to encourage the exercise of up to 487,848 warrants (the ""<strong>Warrants</strong>"") issued in connection with the non-brokered private placement of 436,122 flow-through units and 152,941 non flow-through units completed by the Company in two tranches on March 13, 2024 and April 29, 2024 (the ""<strong>Prior Private Placements</strong>"").</p>
<p align=""justi",https://www.benzinga.com/pressreleases/25/05/g45193030/foremost-clean-energy-announces-warrant-incentive-program,Not specified,Not specified,Not specified,Local,Energy and Resource News,2025-05-05 13:00:00.0000000,19.20000000000000000,0,0
AA067139-B929-F011-8C4E-7C1E520A55FA,2025-05-05 14:00:06.0000000,"Will B.C.'s new permitting legislation get clean energy projects, hospitals and schools approved faster?","The province says new legislation will ensure clean energy projects, schools and hospitals are built more quickly.",https://www.msn.com/en-ca/news/canada/will-b-c-s-new-permitting-legislation-get-clean-energy-projects-hospitals-and-schools-approved-faster/ar-AA1EbKWq,Province,Canada,Not applicable,Local,Energy and Resource News,2025-05-05 13:21:00.0000000,103.68000000000000000,0,0
FF7DA6C3-C029-F011-8C4E-7C1E520A55FA,2025-05-05 14:54:04.0000000,"Heelstone Renewable Energy, a Qualitas Energy company, acquires renewable development portfolio from Valor Infrastructure Partners (""VIP"") and appoints new CEO","<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<ul type=""disc"">
<li style=""text-align:justify;""><em>The transaction includes the acquisition of VIP&#039;s portfolio of greenfield solar and onshore wind projects located in the Southwest and Western regions of the United States</em></li>
<li style=""text-align:justify;""><em>Mike Weich, former CEO of VIP, will assume the role of CEO at Heelstone Renewable Energy (""Heelstone"")</em></li>
<li style=""text-align:justify;""><em>This acquisition represents another milestone in Heelstone&#039;s strategic expansion into a fully integrated renewable energy independent power producer (IPP)</em><br /></li>
</ul>
<p align=""justify"">DURHAM, N.C., May  05, 2025  (GLOBE NEWSWIRE) -- Heelstone Renewable Energy (""Heelstone""), a premier U.S. utility-scale renewable energy platform, has acquired the wind and solar development assets and the team of Valor Infrastructure Partners (""VIP""), a renewable energy co",https://www.benzinga.com/pressreleases/25/05/g45196572/heelstone-renewable-energy-a-qualitas-energy-company-acquires-renewable-development-portfolio-from,Heelstone Renewable Energy,Not specified,Not specified,Regional,Energy and Resource News,2025-05-05 14:33:25.0000000,33.60000000000000000,0,0
