dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
43A1E943-1430-F011-8C4D-00224832FA32,2025-05-13 16:06:47.0000000,REALTOR.ca Canada Inc. Announces Board of Directors,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p>OTTAWA, Ontario, May  13, 2025  (GLOBE NEWSWIRE) -- REALTOR.ca Canada Inc. announces the appointment of three new directors to its Board of Directors as part of its ongoing business development.</p>
<p>Following a comprehensive recruitment process, the Board welcomes a talented group of leaders with deep experience and strategic discipline in areas including governance, customer experience, technology, marketing, e-commerce, and consumer branding.</p>
<p>""It&#039;s an honour to be joined by such visionary, strategic, and effective leaders,"" says David Oikle, Chair, REALTOR.ca Canada Inc. Board of Directors. ""Peter, Sheila, and Sarah bring outstanding business acumen, cross-sector experience, and a deep understanding of the consumer. Together, we&#039;re committed to providing the guidance, oversight, and accountability to help ensure REALTOR.ca&#039;s continued success.""</p>
<p>The RE",https://www.benzinga.com/pressreleases/25/05/g45383167/realtor-ca-canada-inc-announces-board-of-directors,Canada,Canada,N/A,Corporate/Local,Corporate News,2025-05-13 15:45:00.0000000,NULL,0,0
5C28ABAF-1030-F011-8C4D-7C1E527DC3AB,2025-05-13 15:41:14.0000000,"Five vice-chancellors in Victoria paid more than $1m in 2024, prompting claims of ‘largesse’","<p>Union says universities blaming budget deficits for job cuts while pushing executive salaries ‘into the stratosphere’</p><ul><li>Get our <a href=""https://www.theguardian.com/email-newsletters?CMP=cvau_sfl"">breaking news email</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></li></ul><p>Just three of Victoria’s vice-chancellors took pay cuts last year despite growing outside pressure to address <a href=""https://www.theguardian.com/australia-news/2024/may/02/majority-of-top-university-bosses-in-victoria-earning-in-excess-of-1m-as-federal-government-vows-pay-crackdown"">“broken” university governance</a> and accusations of “executive largesse”.</p><p>The universities’ latest annual reports, <a href=""https://www.parliament.vic.gov.au/tabled-documents-database?page=2&amp;pageSize=10&amp;sortType=15"">tabled in state parliament</a> on Tuesday, showed six of Victoria’s nin",https://www.theguardian.com/australia-news/2025/may/13/five-vice-chancellors-in-victoria-paid-more-than-1m-in-2024-prompting-claims-of-largesse,"Victoria, Australia",Australia,N/A,Local,Higher Education News,2025-05-13 15:15:38.0000000,NULL,0,0
8766A3CA-F42C-F011-8C4D-7C1E527DC3AB,2025-05-09 16:43:54.0000000,El Salvador Put Trump Deportees Behind Bars. Now Their Families are Suing.,A lawsuit filed with the Inter-American Commission of Human Rights seeks the release of Venezuelan migrants deported from the United States and jailed in a notorious Salvadoran prison.,https://www.nytimes.com/2025/05/09/world/americas/el-salvador-trump-deportees-lawsuit.html,El Salvador,El Salvador,United States,International,Immigration and Refugees,2025-05-09 16:32:46.0000000,151.20000000000000000,0,0
8421B533-262B-F011-8C4D-7C1E527DC3AB,2025-05-07 09:32:41.0000000,Job&Talent appoints Linda Höglund as Chief Financial Officer,"<link type=""text/css"" rel=""stylesheet"" href=""https://www.globenewswire.com/styles/gnw_nitf.css"" />
<p align=""justify"">MADRID, May  07, 2025  (GLOBE NEWSWIRE) -- Job&amp;Talent, a world-leading and AI-powered marketplace for essential work, is pleased to announce the appointment of Linda Höglund as Chief Financial Officer. As Job&amp;Talent enters the next phase of its development with focus on AI-powered growth and expansion of its tech-enabled workforce management platform, Linda will be part of the leadership team driving this path forwards.</p>
<p align=""justify"">Linda Höglund has over 20 years of international experience in strategy, finance, operations and general management. Prior to joining Job&amp;Talent, she served as the Chief Operating Officer at Klarna, where she was responsible for driving operational excellence across the organization and supporting continued growth and corporate governance. She also previously held the role of Chief Financial Officer at Klarna. Linda&#0",https://www.benzinga.com/pressreleases/25/05/g45246242/job-talent-appoints-linda-h-glund-as-chief-financial-officer,Job&Talent,Not specified,Not specified,International,Corporate News,2025-05-07 09:15:00.0000000,86.40000000000000000,0,0
785868F0-352B-F011-8C4C-7C1E527DC3AB,2025-05-07 11:25:13.0000000,"As OpenAI Pushes For Deregulation, Expert Says Governments Are 'Poorly Skilled In AI,' With Only 17% Of Officials Planning Training","<p>A critical skills gap among government officials threatens to undermine global artificial intelligence regulation efforts just as geopolitical tensions over AI governance intensify.</p>
<p><strong>What Happened:</strong> Only 17% of government leaders have plans to improve their AI skills, Apolitical CEO <strong>Robyn Scott </strong><a href=""https://fortune.com/article/government-leaders-plans-ai-skills-brainstorm-london/"">revealed</a> at Fortune&#8217;s Brainstorm AI conference in London. &#8220;That&#8217;s a disaster. We can&#8217;t have our governments, our regulators, our implementers that poorly skilled in AI,&#8221; Scott warned.</p>
<p>Scott emphasized that clarity is crucial when implementing AI regulation. &#8220;Clarity is half the battle,&#8221; she said, noting the &#8220;burden of understanding is immense&#8221; for large government organizations trying to interpret high-level directives.</p>
<p><strong>See ...</strong></p><p><a href=https://www.benzinga.com/governmen",https://www.benzinga.com/government/regulations/25/05/45248615/as-openai-pushes-for-deregulation-expert-says-governments-are-poorly-skilled-in-ai-with-on,Global,Not applicable,Not applicable,International,Artificial Intelligence and Machine Learning,2025-05-07 11:18:10.0000000,75.60000000000000000,0,0
C2FD5A89-372B-F011-8C4D-7C1E520A55FA,2025-05-07 11:36:46.0000000,"Israel’s Gaza plan ‘dangerous moment for civilians’, UN warns – Middle East crisis live","<p>High commissioner for human rights warns of ‘more destruction, more hatred, more dehumanisation’</p><ul><li><a href=""https://www.theguardian.com/world/2025/may/07/desperate-traumatised-people-gaza-faces-wave-of-looting-theft-and-violence"">‘Desperate people’: Gaza faces wave of looting, theft and violence</a></li></ul><p>The <strong>Dutch</strong> government, seen as one of <strong>Israel</strong>’s most loyal allies in the <strong>European Union</strong>, is calling for an urgent review of the <strong>EU Israel association agreement</strong>, the basis for the <strong>EU-Israeli free trade agreement</strong>, the Dutch foreign minister <strong>Caspar Veldkamp</strong> told the Guardian.</p><p>Veldkamp described the Israeli ban on the supply of aid into <strong>Gaza</strong> as “catastrophic, truly dismal” and in clear breach of international humanitarian law.</p><p>You cannot starve the people of the <a href=""https://www.theguardian.com/world/gaza"">Gaza</a> Strip. It is against int",https://www.theguardian.com/world/live/2025/may/07/israel-gaza-palestine-middle-east-benjamin-netanyahu-hamas-live-latest-news,Gaza Strip,Israel,Netherlands,International,International Crisis,2025-05-07 11:21:43.0000000,999.00000000000000000,0,0
EB34A750-3E2B-F011-8C4D-7C1E520A55FA,2025-05-07 12:25:13.0000000,Harley-Davidson Issues Comment Strongly Disagreeing with Glass Lewis' and Egan-Jones' Recommendations,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><i xmlns=""http://www.w3.org/1999/xhtml"">Reports Follow Separate Recommendation from Leading Independent Proxy Advisory Firm ISS to Vote <u xmlns=""http://www.w3.org/1999/xhtml""><b xmlns=""http://www.w3.org/1999/xhtml"">&#34;FOR ALL&#34;</b></u> Harley-Davidson Nominees</i></p>
<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><i xmlns=""http://www.w3.org/1999/xhtml"">Glass Lewis and Egan-Jones Reports Fail to Recognize Harley-Davidson&#39;s Progress Under Hardwire Strategic Plan and the Board&#39;s Strong Governance and Effective Oversight</i></p>
<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><i xmlns=""http://www.w3.org/1999/xhtml"">Glass Lewis Report Says H Partners&#39; Campaign &#34;Introduces Incremental Uncertainty&#34; and Lacks &#34;Any Substantive Course of Action&#34;</i></p>
<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><i xmlns=""http://www.w3.org/1999/xhtml"">Harley-Davidson Urges Shareholders to Vote <b",https://www.benzinga.com/pressreleases/25/05/n45249798/harley-davidson-issues-comment-strongly-disagreeing-with-glass-lewis-and-egan-jones-recommendation,Not specified,Not specified,Not specified,Global,Corporate News,2025-05-07 12:00:00.0000000,100.80000000000000000,0,0
44160EA7-3C2B-F011-8C4D-7C1E52469F7D,2025-05-07 12:13:21.0000000,Press release - Parliament encourages Kosovo and Serbia to advance their EU accession reforms,"Kosovo needs to accelerate its EU-related reforms and Serbia must do more to protect the rule of law and media freedom and to fight corruption, say MEPs.<br/>Committee on Foreign Affairs<br /> <br />Source : <a href=""https://www.europarl.europa.eu/privacy-policy/en"">© European Union, 2025 - EP</a>",https://www.europarl.europa.eu/news/en/press-room/20250502IPR28216/,Kosovo,Kosovo,Serbia,International,Diplomacy and Foreign Affairs,2025-05-07 12:13:14.0000000,296.70000000000000000,0,0
C17D0DE7-4A2B-F011-8C4D-7C1E520A55FA,2025-05-07 13:55:16.0000000,Michigan Ross Executive Education Launches the Board Director Program in Collaboration with Emeritus,"<p xmlns=""http://www.w3.org/1999/xhtml"" class=""prntac""><b xmlns=""http://www.w3.org/1999/xhtml""> <i xmlns=""http://www.w3.org/1999/xhtml""> The program empowers senior executives with strategic insights and governance skills to excel in board roles and drive organizational success. </i> </b></p>
<p xmlns=""http://www.w3.org/1999/xhtml""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-location"">ANN ARBOR, Mich.</span></span>, <span xmlns=""http://www.w3.org/1999/xhtml"" class=""legendSpanClass""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""xn-chron"">May 7, 2025</span></span> /PRNewswire/ -- <u xmlns=""http://www.w3.org/1999/xhtml""><a xmlns=""http://www.w3.org/1999/xhtml"" href=""https://c212.net/c/link/?t=0&amp;l=en&amp;o=4422126-1&amp;h=3599849506&amp;u=https%3A%2F%2Fmichiganross.umich.edu%2F&amp;a=The+Stephen+M.+Ross+School+of+Business+Executive+Education"" target=""_blank"" rel=""nofollow"" rel=""nofollow"">The Stephen M. Ross",https://www.benzinga.com/pressreleases/25/05/n45253377/michigan-ross-executive-education-launches-the-board-director-program-in-collaboration-with-emerit,Michigan,United States,N/A,Local,Education Related News,2025-05-07 13:43:00.0000000,36.80000000000000000,0,0
F9D5D300-832B-F011-8C4D-7C1E520A55FA,2025-05-07 20:36:58.0000000,Lawyers scramble to prevent Trump from deporting migrants to Libya,"A court filing says the U.S. is preparing to deport people from Southeast Asia to Libya, a troubled nation “notorious for its human rights violations.”",https://www.washingtonpost.com/national-security/2025/05/07/libya-trump-migrants-plane-deportations/,Libya,United States,Libya,International,Immigration and Refugees,2025-05-07 20:31:42.0000000,223.02000000000000000,0,0
