dfs_newsanalyticsid,createdon,dfs_title,dfs_description,dfs_sourceurl,dfs_primaryeventlocation,dfs_firsteventcountry,dfs_secondeventcountry,dfs_eventsignificance,dfs_eventcode,dfs_eventdate,dfs_rating,crd69_cyberprocessed,crd69_disasterprocessed
EFDB69D9-512E-F011-8C4E-7C1E520A55FA,2025-05-11 10:22:34.0000000,Newcastle v Chelsea: Premier League – live,"<ul><li>Updates from the 12pm BST kick-off at St James’ Park</li><li>Get in touch! Share your thoughts in an <a href=""mailto:rob.smyth@theguardian.com"">email to Rob</a></li></ul><p><strong>Chelsea:</strong> Nothing fancy here – you can’t look past Cole Palmer. The 23-year-old makes Chelsea tick and <a href=""https://www.theguardian.com/football/2025/may/04/cole-palmer-chelsea-liverpool-football-premier-league"">his mojo was back against Liverpool</a>. A late penalty ended an 18-match goal drought and there was encouragement from a performance full of Palmer’s trademark creative genius.</p><p>Not that Chelsea are a one-man team. Moisés Caicedo was named the club’s player of the year last week. The midfielder has continued to excel since being deployed as an auxiliary right-back. The ploy has allowed Enzo Maresca to put Romeo Lavia next to Enzo Fernández, who has been in fine goalscoring form. Nicolas Jackson’s return from a hamstring injury has also sharpened the attack. As for the defen",https://www.theguardian.com/football/live/2025/may/11/newcastle-v-chelsea-premier-league-live,St James' Park,England,Not applicable,Nation,Soccer News,2025-05-11 10:00:20.0000000,183.60000000000000000,0,0
D8D5777F-BE2D-F011-8C4E-7C1E520A55FA,2025-05-10 16:47:56.0000000,At least 7 dead after heavy rains overwhelm drainage system in Somalia,Somalia has in the past suffered extreme climate shocks that include prolonged dry seasons that have caused drought and heavy rains.,https://www.cbsnews.com/news/somalia-heavy-rains-overwhelm-drainage-system/,Somalia,Somalia,Not applicable,Nation,Natural Disasters,2025-05-10 16:40:56.0000000,256.41000000000000000,0,0
65FB2009-BB2D-F011-8C4E-7C1E52469F7D,2025-05-10 16:23:06.0000000,Alarming reports shows four children in every classroom struggle with hygiene poverty,"A fifth of children affected by hygiene poverty avoid socialising due to fear of judgement, a report has revealed, as campaigners say families are having to choose between eating and keeping clean",https://www.dailystar.co.uk/news/uk-news/alarming-reports-shows-four-children-35204618,Classroom,Not applicable,Not applicable,Community,Citizen Hardship Event,2025-05-10 15:45:00.0000000,12.00000000000000000,0,0
A6BA7362-842D-F011-8C4D-7C1E527DC3AB,2025-05-10 09:51:55.0000000,"Warwickshire v Surrey, Nottinghamshire v Hampshire, and more: county cricket – live","<ul><li>Updates from day two of the latest Championship round</li><li><a href=""https://www.theguardian.com/sport/2025/may/09/im-always-fighting-myself-mohammad-abbas-on-notts-pakistan-and-guardiolas-hotel-room"">Mohammad Abbas interview</a> | <a href=""mailto:tanya.aldred.freelance@theguardian.com"">Email Tanya</a> or post BTL</li></ul><p><strong>Don’t want to s</strong>ound too middle aged but I’m very excited by the bedding plants I’ve just bought from the scouts. In other news, Virat Kohli is about to call time on his Test career:</p><p><strong>A meeting of the National Drought</strong> Group is never a good sign…</p> <a href=""https://www.theguardian.com/sport/live/2025/may/10/warwickshire-v-surrey-nottinghamshire-v-hampshire-and-more-county-cricket-live"">Continue reading...</a>",https://www.theguardian.com/sport/live/2025/may/10/warwickshire-v-surrey-nottinghamshire-v-hampshire-and-more-county-cricket-live,"Nottinghamshire, Warwickshire, Surrey, Hampshire",England,Pakistan,Local,Cricket Match Updates,2025-05-10 09:40:07.0000000,NULL,0,0
A5FDE801-262D-F011-8C4E-7C1E52469F7D,2025-05-09 22:36:16.0000000,Drought in Military Aid to Ukraine Enters Uncharted Territory,"It has been 120 days since the last drawdown of weapons from Pentagon stockpiles was announced, outstripping Speaker Mike Johnson’s hold on Ukraine aid more than a year ago.",https://www.nytimes.com/2025/05/09/us/politics/drought-in-military-aid-to-ukraine-enters-uncharted-territory.html,Ukraine,Ukraine,N/A,International,Military and Defense,2025-05-09 22:30:04.0000000,452.40000000000000000,0,0
C6825E14-5D2C-F011-8C4D-7C1E52469E63,2025-05-08 22:37:58.0000000,Judge awards $680K to Hawaii military families over fuel-tainted water,The cases set the legal tone for thousands more military families and civilians suing over a 2021 jet fuel leak into a Navy drinking water system on Oahu.,https://www.militarytimes.com/news/your-military/2025/05/08/judge-awards-680k-to-hawaii-military-families-over-fuel-tainted-water/,Oahu,United States,Not applicable,Local,Environmental News,2025-05-08 22:20:47.0000000,143.52000000000000000,0,0
3E7DCEE2-952A-F011-8C4E-7C1E520A55FA,2025-05-06 16:19:37.0000000,England faces drought this summer as reservoir water levels dwindle,"<p>Exclusive: Government and water firms preparing for possible shortages as dry weather is expected to continue</p><p>England is heading towards a drought this summer unless there is significant rainfall soon, as reservoir water levels dwindle.</p><p>The government will on Wednesday convene the National Drought Group of water companies, farming groups and other experts to prepare for what is expected to be a dry summer with potential water shortages.</p> <a href=""https://www.theguardian.com/environment/2025/may/06/england-faces-drought-summer-reservoir-water-levels-dwindle"">Continue reading...</a>",https://www.theguardian.com/environment/2025/may/06/england-faces-drought-summer-reservoir-water-levels-dwindle,England,England,N/A,Nation,Environmental News,2025-05-06 15:54:45.0000000,298.35000000000000000,0,0
FB85B84C-4525-F011-8C4E-7C1E520A55FA,2025-04-29 22:00:05.0000000,"Sydney's wet spell reaches day 10 as drought intensifies in South Australia, Victoria","A run of showery and stormy days is soaking Australia's east coast, while a record drought across South Australia and Victoria continues to intensify.",https://www.abc.net.au/news/2025-04-30/weather-australia-east-coast-drenched-drought-sa-and-vic/105230430,Australia,Australia,N/A,Nation,Regional Weather,2025-04-29 20:34:00.0000000,355.50000000000000000,0,0
B1C95A84-8A25-F011-8C4E-7C1E52469F7D,2025-04-30 06:15:31.0000000,Company supplying critical EV metal ‘did not disclose’ Erin Brockovich pollutant in drinking water,"<p>Leaked documents indicate Harita, owner of key nickel mine in Indonesia, did not reveal water contamination</p><p>One of Indonesia’s largest nickel-mining companies, which supplies a mineral critical to the global electric car industry, did not tell the public that local drinking water was polluted, according to documents seen by the Guardian.</p><p>Indonesia has become the world’s biggest producer of nickel, used in the production of wind turbines, solar panels and electric vehicle batteries. But observers have voiced concerns that regulatory oversight in the country has <a href=""https://www.theguardian.com/global-development/2022/feb/19/we-are-afraid-erin-brockovich-pollutant-linked-to-global-electric-car-boom"">failed to keep up with the rush to develop mines</a> to satisfy booming global demand.</p> <a href=""https://www.theguardian.com/global-development/2025/apr/30/environment-water-pollution-green-transition-indonesia-harita-nickel-metal-mining-electric-vehicles-erin-brockovic",https://www.theguardian.com/global-development/2025/apr/30/environment-water-pollution-green-transition-indonesia-harita-nickel-metal-mining-electric-vehicles-erin-brockovich-chromium-cr6,Indonesia,Indonesia,N/A,International,Environmental News,2025-04-30 06:00:16.0000000,365.04000000000000000,0,0
2EB09DB5-9225-F011-8C4E-7C1E520A55FA,2025-04-30 07:14:19.0000000,"""Excess Water Will Go To Pak If..."" Haryana's 'Bhakra Dam' Request To Punjab",Haryana Chief Minister Nayab Singh Saini urged Punjab counterpart Bhagwant Mann to provide drinking water to Haryana or the excess Bhakra reservoir water will flow to Pakistan.,https://www.ndtv.com/india-news/excess-water-will-go-to-pakistan-if-haryanas-bhakra-dam-request-to-punjab-8292798#publisher=newsstand,Haryana,India,Pakistan,State,Water Supply and Resource Management Event,2025-04-30 06:43:32.0000000,NULL,0,0
